"ID","Publication type","Reporting date 1","Reporting date 2","Abstract","Date of acceptance","Addresses","File(s) confidential","Author's licence","Authors","Author URL","Collections","File(s) confidentiality reason","DOI","Edition","Editors","eISSN","File(s) embargo release date","External identifiers","Is compliant with institutional policy","File(s) embargoed","Open access","ISSN","Issue","Journal","Keywords","Language","Country","Medium","Notes","Article number","OA location file version","OA location URL","Online publication date","Pagination (start page)","Pagination (end page)","Pagination (page count)","PII","Publication date","Status","Public URL","Publisher","Publisher licence","Publisher URL","Record created at source","Record made publicly available","Relative citation ratio","Availability","Title","Article Type","Volume","Obj Hash","Citation count","ERA-2010 journal name","ERA 2010 rank","JCR journal name","JCR rank","SJR journal name","SJR rank","SNIP journal name","SNIP rank","Indexed in DOAJ","DOAJ CC Licence","Romeo colour","Romeo colour last updated when","Proprietary ID","Source","Canonical journal title","Journal data source"
"2068491","Journal article (Peer Reviewed)","01/04/2018",,"OBJECTIVES:To identify changes in health-related quality of life (HRQoL) after diagnosis of bladder cancer in older adults in comparison with a group of adults without bladder cancer (controls). PATIENTS AND METHODS:Data from the Surveillance, Epidemiology and End Results registries were linked with Medicare Health Outcomes Survey (MHOS) data. Medicare beneficiaries aged ≥65 years in the period 1998-2013, who were diagnosed with bladder cancer between baseline and follow-up through the MHOS, were matched with control subjects without cancer using propensity scores. Linear mixed models were used to estimate predictors of HRQoL changes. RESULTS:After matching, 535 patients with bladder cancer (458 non-muscle-invasive bladder cancer [NMIBC] and 77 with muscle-invasive bladder cancer [MIBC]) and 2 770 control subjects without cancer were identified. Both patients with NMIBC and those with MIBC reported significant declines in HRQoL scores over time vs controls: physical component summary -2 and -5.3 vs -0.4, respectively; bodily pain -1.9 and -3.6 vs -0.7; role physical -2.7 and -4.7 vs -0.7; general health -2.4 and -6.1 vs 0; vitality -1.2 and -3.5 vs -0.1; and social functioning -2.1 and -5.7 vs -0.8. All scores ranged from 0 to 100. When stratified by time since diagnosis, HRQoL improved over 1 year for some domains (role physical), but remained lower across most domains. CONCLUSIONS:After diagnosis, patients with bladder cancer experienced significant declines in physical, mental and social HRQoL relative to controls. Decrements were most pronounced among individuals with MIBC. Methods to better understand and address HRQoL decrements among patients with bladder cancer are needed.",,"Department of Urology, UNC, Chapel Hill, NC, USA.",,,"Smith AB, Jaeger B, Pinheiro LC, Edwards LJ, Tan H-J, Nielsen ME, Reeve BB",,"",,"10.1111/bju.14047",,"","1464-410X",,"pubmed:28990272",,,"No","1464-4096","4","BJU international","Humans, Pain, Treatment Outcome, Depression, Quality of Life, Female, Male, Urinary Bladder Neoplasms, Patient Reported Outcome Measures","eng",,"Print-Electronic",,,,,,"549","557",,,"2018-04","Published",,,,,"2017-10-10",,,,"Impact of bladder cancer on health-related quality of life.","Research Support, U.S. Gov't, P.H.S., Research Support, Non-U.S. Gov't, Journal Article","121",,"3","BJU International (1464-410X)","C","BJU INTERNATIONAL (1464-4096)","4.3380","BJU International (1464-410X)","2.181","BJU International (1464-4096)","1.565","No",,"yellow","26/04/2018 02:11:04","MED:28990272","Europe PubMed Central","BJU International","SHERPA/RoMEO"
"2068491","Journal article (Peer Reviewed)","01/04/2018",,,,"",,,"Smith AB, Jaeger B, Pinheiro LC, Edwards LJ, Tan H-J, Nielsen ME, Reeve BB",,"",,"10.1111/bju.14047",,"",,,"",,,,"1464-4096","4","BJU International","",,,,,,,,"2017-11-01","549","557",,,"2018-04","Published",,,,,,,,,"Impact of bladder cancer on health-related quality of life","","121",,,"BJU International (1464-410X)","C","BJU INTERNATIONAL (1464-4096)","4.3380","BJU International (1464-410X)","2.181","BJU International (1464-4096)","1.565","No",,"yellow","26/04/2018 02:11:04","10.1111/bju.14047","Crossref","BJU International","SHERPA/RoMEO"
"2068492","Journal article (Peer Reviewed)","01/01/2018",,"© 2017, Springer International Publishing AG. Purpose: Previous studies provided evidence for the validity of the PROMIS Pediatric measures in cross-sectional studies. This study evaluated the ability of the PROMIS Pediatric measures to detect change over time in children and adolescents with cancer, nephrotic syndrome (NS), or sickle cell disease (SCD). Methods: Participants (8–17 years) completed measures of fatigue, pain interference, anger, anxiety, depressive symptoms, mobility, upper extremity, and peer relationships at three or four time points (T1–T4). Between T1 and T2, children with cancer received chemotherapy and children with SCD experienced a pain exacerbation. Children with NS were first assessed during active disease (T2), with T3 and T4 conducted at disease remission. For the primary analysis of responsiveness, we expected better scores at T3 (recovery) compared to T2 (event) for all diseases. T1 and T4 are also expected to have better scores than T2. Linear mixed models were used and adjusted for time, gender, age, race/ethnicity, education, comorbid conditions, and disease. Results: Enrolled were 96 children with cancer, 121 children with SCD, and 127 children with NS. Fatigue, pain interference, mobility, and upper extremity scores worsened from T1 (baseline) to T2 (event) (p < 0.01), and significantly improved from T2 to T3 and T4 (p < 0.01). Similarly, anxiety and depressive symptoms significantly improved from T2 to T3 and T4 (p < 0.01). Conclusions: This study provides evidence for the responsiveness of seven PROMIS Pediatric measures to clinical disease state in three chronic illnesses. The findings support use of PROMIS Pediatric measures in clinical research.",,"",,,"Reeve BB, Edwards LJ, Jaeger BC, Hinds PS, Dampier C, Gipson DS, Selewski DT, Troost JP, Thissen D, Barry V, Gross HE, DeWalt DA",,"",,"10.1007/s11136-017-1697-z",,"","1573-2649",,"pubmed:28884421",,,,"0962-9343","1","Quality of Life Research","",,,,,,,,,"249","257",,,"2018-01-01","Published",,,,,,,,,"Assessing responsiveness over time of the PROMIS<sup>®</sup> pediatric symptom and function measures in cancer, nephrotic syndrome, and sickle cell disease","Journal Article","27",,"7","Quality of Life Research (0962-9343)","A","QUALITY OF LIFE RESEARCH (0962-9343)","2.3440","Quality of Life Research (1573-2649)","1.141","Quality of Life Research (0962-9343)","1.306","No",,"green","12/01/2018 21:27:12","2-s2.0-85029006593","Scopus","Quality of Life Research","SHERPA/RoMEO"
"2068492","Journal article (Peer Reviewed)","01/01/2018",,"PURPOSE: Previous studies provided evidence for the validity of the PROMIS Pediatric measures in cross-sectional studies. This study evaluated the ability of the PROMIS Pediatric measures to detect change over time in children and adolescents with cancer, nephrotic syndrome (NS), or sickle cell disease (SCD). METHODS: Participants (8-17 years) completed measures of fatigue, pain interference, anger, anxiety, depressive symptoms, mobility, upper extremity, and peer relationships at three or four time points (T1-T4). Between T1 and T2, children with cancer received chemotherapy and children with SCD experienced a pain exacerbation. Children with NS were first assessed during active disease (T2), with T3 and T4 conducted at disease remission. For the primary analysis of responsiveness, we expected better scores at T3 (recovery) compared to T2 (event) for all diseases. T1 and T4 are also expected to have better scores than T2. Linear mixed models were used and adjusted for time, gender, age, race/ethnicity, education, comorbid conditions, and disease. RESULTS: Enrolled were 96 children with cancer, 121 children with SCD, and 127 children with NS. Fatigue, pain interference, mobility, and upper extremity scores worsened from T1 (baseline) to T2 (event) (p < 0.01), and significantly improved from T2 to T3 and T4 (p < 0.01). Similarly, anxiety and depressive symptoms significantly improved from T2 to T3 and T4 (p < 0.01). CONCLUSIONS: This study provides evidence for the responsiveness of seven PROMIS Pediatric measures to clinical disease state in three chronic illnesses. The findings support use of PROMIS Pediatric measures in clinical research.","2017-08-29","",,,"Reeve BB, Edwards LJ, Jaeger BC, Hinds PS, Dampier C, Gipson DS, Selewski DT, Troost JP, Thissen D, Barry V","https://www.ncbi.nlm.nih.gov/pubmed/28884421","",,"10.1007/s11136-017-1697-z",,"","1573-2649",,"pmc:PMC5771815, nihms:NIHMS904875",,,,,"1","Qual Life Res","Cancer, Nephrotic syndrome, Patient-reported outcomes, Pediatrics, Responsiveness, Sickle cell disease, Adolescent, Anemia, Sickle Cell, Child, Cross-Sectional Studies, Female, Humans, Male, Neoplasms, Nephrotic Syndrome, Quality of Life, Self Report, Surveys and Questionnaires","eng","Netherlands",,,,,,,"249","257",,"10.1007/s11136-017-1697-z",,"Published",,,,,,"2018-08-14",,,"Assessing responsiveness over time of the PROMIS® pediatric symptom and function measures in cancer, nephrotic syndrome, and sickle cell disease.","Journal Article, Research Support, N.I.H., Extramural","27",,,"Quality of Life Research (0962-9343)","A","QUALITY OF LIFE RESEARCH (0962-9343)","2.3440","Quality of Life Research (1573-2649)","1.141","Quality of Life Research (0962-9343)","1.306","No",,"green","12/01/2018 21:27:12","28884421","PubMed","Quality of Life Research","SHERPA/RoMEO"
"2068492","Journal article (Peer Reviewed)","01/01/2018",,"PURPOSE:Previous studies provided evidence for the validity of the PROMIS Pediatric measures in cross-sectional studies. This study evaluated the ability of the PROMIS Pediatric measures to detect change over time in children and adolescents with cancer, nephrotic syndrome (NS), or sickle cell disease (SCD). METHODS:Participants (8-17 years) completed measures of fatigue, pain interference, anger, anxiety, depressive symptoms, mobility, upper extremity, and peer relationships at three or four time points (T1-T4). Between T1 and T2, children with cancer received chemotherapy and children with SCD experienced a pain exacerbation. Children with NS were first assessed during active disease (T2), with T3 and T4 conducted at disease remission. For the primary analysis of responsiveness, we expected better scores at T3 (recovery) compared to T2 (event) for all diseases. T1 and T4 are also expected to have better scores than T2. Linear mixed models were used and adjusted for time, gender, age, race/ethnicity, education, comorbid conditions, and disease. RESULTS:Enrolled were 96 children with cancer, 121 children with SCD, and 127 children with NS. Fatigue, pain interference, mobility, and upper extremity scores worsened from T1 (baseline) to T2 (event) (p < 0.01), and significantly improved from T2 to T3 and T4 (p < 0.01). Similarly, anxiety and depressive symptoms significantly improved from T2 to T3 and T4 (p < 0.01). CONCLUSIONS:This study provides evidence for the responsiveness of seven PROMIS Pediatric measures to clinical disease state in three chronic illnesses. The findings support use of PROMIS Pediatric measures in clinical research.",,"Lineberger Comprehensive Cancer Center, University of North Carolina, Chapel Hill, NC, USA. bbreeve@email.unc.edu.",,,"Reeve BB, Edwards LJ, Jaeger BC, Hinds PS, Dampier C, Gipson DS, Selewski DT, Troost JP, Thissen D, Barry V",,"",,"10.1007/s11136-017-1697-z",,"","1573-2649",,"pubmed:28884421, pmc:PMC5771815",,,"No","0962-9343","1","Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation","Humans, Neoplasms, Nephrotic Syndrome, Anemia, Sickle Cell, Cross-Sectional Studies, Quality of Life, Adolescent, Child, Female, Male, Self Report, Surveys and Questionnaires","eng",,"Print-Electronic",,,,,,"249","257",,,"2018-01","Published",,,,,"2017-09-09",,,,"Assessing responsiveness over time of the PROMIS® pediatric symptom and function measures in cancer, nephrotic syndrome, and sickle cell disease.","research-article, Journal Article, Research Support, N.I.H., Extramural","27",,"3","Quality of Life Research (0962-9343)","A","QUALITY OF LIFE RESEARCH (0962-9343)","2.3440","Quality of Life Research (1573-2649)","1.141","Quality of Life Research (0962-9343)","1.306","No",,"green","12/01/2018 21:27:12","MED:28884421","Europe PubMed Central","Quality of Life Research","SHERPA/RoMEO"
"2068492","Journal article (Peer Reviewed)","01/01/2018",,,,"",,,"Reeve BB, Edwards LJ, Jaeger BC, Hinds PS, Dampier C, Gipson DS, Selewski DT, Troost JP, Thissen D, Barry V",,"",,"10.1007/s11136-017-1697-z",,"","1573-2649",,"",,,,"0962-9343","1","Quality of Life Research","",,,,,,,,"2017-09-07","249","257",,,"2018-01","Published",,,,,,,,,"Assessing responsiveness over time of the PROMIS® pediatric symptom and function measures in cancer, nephrotic syndrome, and sickle cell disease","","27",,,"Quality of Life Research (0962-9343)","A","QUALITY OF LIFE RESEARCH (0962-9343)","2.3440","Quality of Life Research (1573-2649)","1.141","Quality of Life Research (0962-9343)","1.306","No",,"green","12/01/2018 21:27:12","10.1007/s11136-017-1697-z","Crossref","Quality of Life Research","SHERPA/RoMEO"
"2068498","Journal article (Peer Reviewed)","26/04/2017",,"© 2016 Informa UK Limited, trading as Taylor  &  Francis Group.  Measuring the proportion of variance explained (R 2 ) by a statistical model and the relative importance of specific predictors (semi-partial R 2 ) can be essential considerations when building a parsimonious statistical model. The R 2 statistic is a familiar summary of goodness-of-fit for normal linear models and has been extended in various ways to more general models. In particular, the generalized linear mixed model (GLMM) extends the normal linear model and is used to analyze correlated (hierarchical), non-normal data structures. Although various R 2 statistics have been proposed, there is no consensus in statistical literature for the most sensible definition of R 2 in this context. This research aims to build upon existing knowledge and definitions of R 2 and to concisely define the statistic for the GLMM. Here, we derive a model and semi-partial R 2 statistic for fixed (population) effects in the GLMM by utilizing the penalized quasi-likelihood estimation method based on linearization. We show that our proposed R 2 statistic generalizes the widely used marginal R 2 statistic introduced by Nakagawa and Schielzeth, demonstrate our statistics capability in model selection, show the utility of semi-partial R 2 statistics in longitudinal data analysis, and provide software that computes the proposed R 2 statistic along with semi-partial R 2 for individual fixed effects. The software provided is adapted for both SAS and R programming languages.",,"",,,"Jaeger BC, Edwards LJ, Das K, Sen PK",,"",,"10.1080/02664763.2016.1193725",,"","1360-0532",,"",,,,"0266-4763","6","Journal of Applied Statistics","",,,,,,,,,"1086","1105",,,"2017-04-26","Published",,,,,,,,,"An R <sup>2</sup> statistic for fixed effects in the generalized linear mixed model","Journal Article","44",,"46","Journal of Applied Statistics (0266-4763)","B","JOURNAL OF APPLIED STATISTICS (0266-4763)","0.6640","Journal of Applied Statistics (1360-0532)","0.402","Journal of Applied Statistics (0266-4763)","0.747","No",,"green","12/01/2018 21:19:18","2-s2.0-84973661058","Scopus","Journal of Applied Statistics","SHERPA/RoMEO"
"2068498","Journal article (Peer Reviewed)","26/04/2017",,,,"",,,"Jaeger BC, Edwards LJ, Das K, Sen PK",,"",,"10.1080/02664763.2016.1193725",,"","1360-0532",,"",,,,"0266-4763","6","Journal of Applied Statistics","",,,,"peerreview_statement: The publishing and review policy for this title is described in its Aims & Scope.
aims_and_scope_url: http://www.tandfonline.com/action/journalInformation?show=aimsScope&journalCode=cjas20",,,,"2016-06-08","1086","1105",,,"2017-04-26","Published",,,,,,,,,"An  R 2  statistic for fixed effects in the generalized linear mixed model","","44",,,"Journal of Applied Statistics (0266-4763)","B","JOURNAL OF APPLIED STATISTICS (0266-4763)","0.6640","Journal of Applied Statistics (1360-0532)","0.402","Journal of Applied Statistics (0266-4763)","0.747","No",,"green","12/01/2018 21:19:18","10.1080/02664763.2016.1193725","Crossref","Journal of Applied Statistics","SHERPA/RoMEO"
"2068497","Journal article (Peer Reviewed)","01/06/2016",,"© 2016 Wiley Periodicals, Inc. BACKGROUND: The Patient-Reported Outcomes Measurement Information System(®) (PROMIS(®) ) created pediatric self-report scales measuring a variety of health attributes (domains), but their responsiveness to changes in health status has not yet been determined in children with sickle cell disease (SCD).PROCEDURE: A convenience cohort of symptomatic SCD children, aged 8-17 years, was asked to complete PROMIS pediatric scales at an initial clinic visit, at the end of a subsequent hospitalization for sickle pain, at a subsequent clinic visit or at home 2-3 weeks after hospitalization, and at a clinic visit 1-2 years after their initial assessment.RESULTS: A total of 121 participants (mean age 12.5 ± 3.1 years, 56.2% female) participated in the study. Pain interference and fatigue domain scores were elevated at baseline, increased substantially during hospitalization, and largely returned to baseline by the recovery period, whereas the depressive symptoms, anger, and anxiety domain scores displayed a less pronounced elevation during hospitalizations and a slower return to baseline levels. The two physical functioning scales showed a substantial decline in response to hospitalization, but only modest improvements at the recovery assessment, likely representing incomplete recovery.CONCLUSIONS: Several PROMIS pediatric measures were responsive to changes in health status associated with occurrence and resolution of acute vaso-occlusive pain requiring hospitalization. The substantial differences in these domains during SCD-related pain exacerbations support their potential usefulness in clinical research or in clinical practice. Further studies to characterize variations in symptom patterns over time may provide insights into strategies for more effective management of sickle pain.",,"",,,"Dampier C, Jaeger B, Gross HE, Barry V, Edwards L, Lui Y, DeWalt DA, Reeve BB",,"",,"10.1002/pbc.25931",,"","1545-5017",,"pubmed:26853841",,,,,"6","Pediatric blood &amp; cancer","",,,,,,,,,"1038","1045",,,"2016-06-01","Published",,,,,,,,,"Responsiveness of PROMIS® Pediatric Measures to Hospitalizations for Sickle Pain and Subsequent Recovery","Journal Article","63",,"25","Pediatric Blood and Cancer (0098-1532)","C","PEDIATRIC BLOOD & CANCER (1545-5009)","2.5130","Pediatric Blood and Cancer (1545-5017)","1.426","Pediatric Blood and Cancer (1545-5009)","1.058","No",,"yellow","26/04/2018 05:12:27","2-s2.0-84982152434","Scopus","Medical and Pediatric Oncology","SHERPA/RoMEO"
"2068497","Journal article (Peer Reviewed)","01/06/2016",,"BACKGROUND: The Patient-Reported Outcomes Measurement Information System(®) (PROMIS(®) ) created pediatric self-report scales measuring a variety of health attributes (domains), but their responsiveness to changes in health status has not yet been determined in children with sickle cell disease (SCD). PROCEDURE: A convenience cohort of symptomatic SCD children, aged 8-17 years, was asked to complete PROMIS pediatric scales at an initial clinic visit, at the end of a subsequent hospitalization for sickle pain, at a subsequent clinic visit or at home 2-3 weeks after hospitalization, and at a clinic visit 1-2 years after their initial assessment. RESULTS: A total of 121 participants (mean age 12.5 ± 3.1 years, 56.2% female) participated in the study. Pain interference and fatigue domain scores were elevated at baseline, increased substantially during hospitalization, and largely returned to baseline by the recovery period, whereas the depressive symptoms, anger, and anxiety domain scores displayed a less pronounced elevation during hospitalizations and a slower return to baseline levels. The two physical functioning scales showed a substantial decline in response to hospitalization, but only modest improvements at the recovery assessment, likely representing incomplete recovery. CONCLUSIONS: Several PROMIS pediatric measures were responsive to changes in health status associated with occurrence and resolution of acute vaso-occlusive pain requiring hospitalization. The substantial differences in these domains during SCD-related pain exacerbations support their potential usefulness in clinical research or in clinical practice. Further studies to characterize variations in symptom patterns over time may provide insights into strategies for more effective management of sickle pain.","2016-01-08","",,,"Dampier C, Jaeger B, Gross HE, Barry V, Edwards L, Lui Y, DeWalt DA, Reeve BB","https://www.ncbi.nlm.nih.gov/pubmed/26853841","",,"10.1002/pbc.25931",,"","1545-5017",,"pmc:PMC5055833, nihms:NIHMS819749",,,,,"6","Pediatr Blood Cancer","PROMIS, health-related quality of life, sickle cell disease, Adolescent, Anemia, Sickle Cell, Child, Female, Health Status, Hospitalization, Humans, Male, Pain, Patient Outcome Assessment, Quality of Life, Self Report, Surveys and Questionnaires","eng","United States",,,,,,,"1038","1045",,,"2016-06","Published",,,,,,"2016-08-19",,,"Responsiveness of PROMIS® Pediatric Measures to Hospitalizations for Sickle Pain and Subsequent Recovery.","Journal Article, Research Support, N.I.H., Extramural","63",,,"Pediatric Blood and Cancer (0098-1532)","C","PEDIATRIC BLOOD & CANCER (1545-5009)","2.5130","Pediatric Blood and Cancer (1545-5017)","1.426","Pediatric Blood and Cancer (1545-5009)","1.058","No",,"yellow","26/04/2018 05:12:27","26853841","PubMed","Medical and Pediatric Oncology","SHERPA/RoMEO"
"2068497","Journal article (Peer Reviewed)","01/06/2016",,"The Patient-Reported Outcomes Measurement Information System(®) (PROMIS(®) ) created pediatric self-report scales measuring a variety of health attributes (domains), but their responsiveness to changes in health status has not yet been determined in children with sickle cell disease (SCD).A convenience cohort of symptomatic SCD children, aged 8-17 years, was asked to complete PROMIS pediatric scales at an initial clinic visit, at the end of a subsequent hospitalization for sickle pain, at a subsequent clinic visit or at home 2-3 weeks after hospitalization, and at a clinic visit 1-2 years after their initial assessment.A total of 121 participants (mean age 12.5 ± 3.1 years, 56.2% female) participated in the study. Pain interference and fatigue domain scores were elevated at baseline, increased substantially during hospitalization, and largely returned to baseline by the recovery period, whereas the depressive symptoms, anger, and anxiety domain scores displayed a less pronounced elevation during hospitalizations and a slower return to baseline levels. The two physical functioning scales showed a substantial decline in response to hospitalization, but only modest improvements at the recovery assessment, likely representing incomplete recovery.Several PROMIS pediatric measures were responsive to changes in health status associated with occurrence and resolution of acute vaso-occlusive pain requiring hospitalization. The substantial differences in these domains during SCD-related pain exacerbations support their potential usefulness in clinical research or in clinical practice. Further studies to characterize variations in symptom patterns over time may provide insights into strategies for more effective management of sickle pain.",,"Department of Pediatrics, Emory Children's Center, Emory University School of Medicine, Atlanta, Georgia.",,,"Dampier C, Jaeger B, Gross HE, Barry V, Edwards L, Lui Y, DeWalt DA, Reeve BB",,"",,"10.1002/pbc.25931",,"","1545-5017",,"pubmed:26853841, pmc:PMC5055833",,,"No","1545-5009","6","Pediatric blood & cancer","Humans, Pain, Anemia, Sickle Cell, Hospitalization, Health Status, Quality of Life, Adolescent, Child, Female, Male, Self Report, Patient Outcome Assessment, Surveys and Questionnaires","eng",,"Print-Electronic",,,,,,"1038","1045",,,"2016-06","Published",,,,,"2016-02-09",,,,"Responsiveness of PROMIS® Pediatric Measures to Hospitalizations for Sickle Pain and Subsequent Recovery.","research-article, Journal Article, Research Support, N.I.H., Extramural","63",,"13","Pediatric Blood and Cancer (0098-1532)","C","PEDIATRIC BLOOD & CANCER (1545-5009)","2.5130","Pediatric Blood and Cancer (1545-5017)","1.426","Pediatric Blood and Cancer (1545-5009)","1.058","No",,"yellow","26/04/2018 05:12:27","MED:26853841","Europe PubMed Central","Medical and Pediatric Oncology","SHERPA/RoMEO"
"2068497","Journal article (Peer Reviewed)","01/06/2016",,,,"",,,"Dampier C, Jaeger B, Gross HE, Barry V, Edwards L, Lui Y, DeWalt DA, Reeve BB",,"",,"10.1002/pbc.25931",,"",,,"",,,,"1545-5009","6","Pediatric Blood & Cancer","",,,,,,,,"2016-02-08","1038","1045",,,"2016-06","Published",,,,,,,,,"Responsiveness of PROMIS ® Pediatric Measures to Hospitalizations for Sickle Pain and Subsequent Recovery","","63",,,"Pediatric Blood and Cancer (0098-1532)","C","PEDIATRIC BLOOD & CANCER (1545-5009)","2.5130","Pediatric Blood and Cancer (1545-5017)","1.426","Pediatric Blood and Cancer (1545-5009)","1.058","No",,"yellow","26/04/2018 05:12:27","10.1002/pbc.25931","Crossref","Medical and Pediatric Oncology","SHERPA/RoMEO"
"2084379","Journal article (Peer Reviewed)","01/01/2014",,"Let G be a simple, connected graph with finite vertex set V and edge set E. A depletion of G is a permutation v1v2v3 . . . vn of the elements of V with the property that vi is adjacent to some member of {v1, v2, . . . , vi-1} for each i ≥ 2. Depletions model the spread of a rumor or a disease through a population and are related to heaps. In this paper we develop techniques for enumerating the depletions of a graph.",,"",,,"Jaeger BC, Lewis TM",,"",,,,"","1931-3365",,"",,,,,,"Online Journal of Analytic Combinatorics","",,,,,,,,,"1","17",,,"2014-01-01","Published",,,,,,,,,"Enumerating graph depletions","Journal Article","9",,"0",,,,,"Online Journal of Analytic Combinatorics (1931-3365)","0.134","Online Journal of Analytic Combinatorics (1931-3365)","0.375","Yes","CC BY","none",,"2-s2.0-84908253995","Scopus","Online Journal of Analytic Combinatorics","DOAJ"
